"trial_type","trial_number","key_pressed","correctness","RT","picture","key1","key2","f","j","expected","Mapping","startDate","startTime","age","gender","handedness","education","languages","comments","endTime","timeSpent","experiment_id",
"practice","1","j","correct","3796","images/small_stimulus.jpg","f","j","large","small","small","incompatible","Tue Jul 21 2020 20:24:08 GMT+0200 (Mitteleuropäische Sommerzeit)","1595355848787","22","male","right","Graduated High School","german","","1595356571845","12.050966666666667","INSERT_A_NUMBER",
"practice","2","f","correct","3691","images/large_stimulus.jpg","f","j","large","small","large","incompatible","Tue Jul 21 2020 20:24:08 GMT+0200 (Mitteleuropäische Sommerzeit)","1595355848787","22","male","right","Graduated High School","german","","1595356571845","12.050966666666667","INSERT_A_NUMBER",
"practice","3","f","correct","3095","images/large_stimulus.jpg","f","j","large","small","large","incompatible","Tue Jul 21 2020 20:24:08 GMT+0200 (Mitteleuropäische Sommerzeit)","1595355848787","22","male","right","Graduated High School","german","","1595356571845","12.050966666666667","INSERT_A_NUMBER",
"practice","4","j","correct","2993","images/small_stimulus.jpg","f","j","large","small","small","incompatible","Tue Jul 21 2020 20:24:08 GMT+0200 (Mitteleuropäische Sommerzeit)","1595355848787","22","male","right","Graduated High School","german","","1595356571845","12.050966666666667","INSERT_A_NUMBER",
"practice","5","f","correct","2976","images/large_stimulus.jpg","f","j","large","small","large","incompatible","Tue Jul 21 2020 20:24:08 GMT+0200 (Mitteleuropäische Sommerzeit)","1595355848787","22","male","right","Graduated High School","german","","1595356571845","12.050966666666667","INSERT_A_NUMBER",
"practice","6","j","correct","3074","images/small_stimulus.jpg","f","j","large","small","small","incompatible","Tue Jul 21 2020 20:24:08 GMT+0200 (Mitteleuropäische Sommerzeit)","1595355848787","22","male","right","Graduated High School","german","","1595356571845","12.050966666666667","INSERT_A_NUMBER",
"practice","7","f","correct","2918","images/large_stimulus.jpg","f","j","large","small","large","incompatible","Tue Jul 21 2020 20:24:08 GMT+0200 (Mitteleuropäische Sommerzeit)","1595355848787","22","male","right","Graduated High School","german","","1595356571845","12.050966666666667","INSERT_A_NUMBER",
"practice","8","j","correct","2967","images/small_stimulus.jpg","f","j","large","small","small","incompatible","Tue Jul 21 2020 20:24:08 GMT+0200 (Mitteleuropäische Sommerzeit)","1595355848787","22","male","right","Graduated High School","german","","1595356571845","12.050966666666667","INSERT_A_NUMBER",
"practice","9","j","correct","3034","images/small_stimulus.jpg","f","j","large","small","small","incompatible","Tue Jul 21 2020 20:24:08 GMT+0200 (Mitteleuropäische Sommerzeit)","1595355848787","22","male","right","Graduated High School","german","","1595356571845","12.050966666666667","INSERT_A_NUMBER",
"practice","10","f","correct","2965","images/large_stimulus.jpg","f","j","large","small","large","incompatible","Tue Jul 21 2020 20:24:08 GMT+0200 (Mitteleuropäische Sommerzeit)","1595355848787","22","male","right","Graduated High School","german","","1595356571845","12.050966666666667","INSERT_A_NUMBER",
"main","1","f","correct","2997","images/large_stimulus.jpg","f","j","large","small","large","incompatible","Tue Jul 21 2020 20:24:08 GMT+0200 (Mitteleuropäische Sommerzeit)","1595355848787","22","male","right","Graduated High School","german","","1595356571845","12.050966666666667","INSERT_A_NUMBER",
"main","2","j","correct","2914","images/small_stimulus.jpg","f","j","large","small","small","incompatible","Tue Jul 21 2020 20:24:08 GMT+0200 (Mitteleuropäische Sommerzeit)","1595355848787","22","male","right","Graduated High School","german","","1595356571845","12.050966666666667","INSERT_A_NUMBER",
"main","3","j","correct","2905","images/small_stimulus.jpg","f","j","large","small","small","incompatible","Tue Jul 21 2020 20:24:08 GMT+0200 (Mitteleuropäische Sommerzeit)","1595355848787","22","male","right","Graduated High School","german","","1595356571845","12.050966666666667","INSERT_A_NUMBER",
